SHOP oldstyle stanley~
10454
10524
Gold 2496
#O
Vnum 10432
Nest 0
Size   6
Name figurine horse~
ShD  a figurine of a horse~
Desc You see a small figurine of a horse on the ground.~
ExtF 8192
WeaF 16385
Ityp 8
Wt   3
Wear -1
Lev  45
Cost 11800
Cond 100
Val  0 0 0 0 0
ValOrig  0 0 0 0 0
ZMask 0
End

#O
Vnum 10433
Nest 0
Size   6
Name figurine winged horse pegasus~
ShD  a figurine of a winged horse~
Desc You see a small figurine of a winged horse on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  19
Cost 16600
Cond 100
Val  54 50 50 39 0
ValOrig  54 50 50 39 0
Spell 3 'summon'
ZMask 0
End

#O
Vnum 10434
Nest 0
Size   6
Name figurine dark horse nightmare~
ShD  a figurine of a nightmare~
Desc You see a small figurine of a dark horse on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  19
Cost 18900
Cond 100
Val  54 50 50 2 0
ValOrig  54 50 50 2 0
Spell 3 'teleport'
ZMask 0
End

#O
Vnum 10435
Nest 0
Size   6
Name figurine black dragon~
ShD  a figurine of a black dragon~
Desc You see a small figurine of a black dragon on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  10
Cost 3900
Cond 100
Val  54 10 10 67 0
ValOrig  54 10 10 67 0
Spell 3 'weaken'
ZMask 0
End

#O
Vnum 10436
Nest 0
Size   6
Name figurine red dragon~
ShD  a figurine of a red dragon~
Desc You see a small figurine of a red dragon on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  18
Cost 11000
Cond 100
Val  54 10 10 68 0
ValOrig  54 10 10 68 0
Spell 3 'mass invis'
ZMask 0
End

#O
Vnum 10437
Nest 0
Size   6
Name figurine white dragon~
ShD  a figurine of a white dragon~
Desc You see a small figurine of a white dragon on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  23
Cost 17600
Cond 100
Val  54 10 10 69 0
ValOrig  54 10 10 69 0
Spell 3 'acid blast'
ZMask 0
End

#O
Vnum 10438
Nest 0
Size   6
Name figurine green dragon~
ShD  a figurine of a green dragon~
Desc You see a small figurine of a green dragon on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  31
Cost 37800
Cond 100
Val  54 10 10 89 0
ValOrig  54 10 10 89 0
Spell 3 'gas breath'
ZMask 0
End

#O
Vnum 10439
Nest 0
Size   6
Name figurine blue dragon~
ShD  a figurine of a blue dragon~
Desc You see a small figurine of a blue dragon on the ground.~
ExtF 8192
WeaF 16385
Ityp 3
Wt   3
Wear -1
Lev  4
Cost 1840
Cond 100
Val  54 10 10 70 0
ValOrig  54 10 10 70 0
Spell 3 'faerie fire'
ZMask 0
End

SHOP oldstyle bastard hiramoto~
10451
10514
Gold 1879
#O
Vnum 10428
Nest 0
Size   6
Name golden ring~
ShD  a golden ring~
Desc A golden ring lies on the ground.~
ExtF 8192
WeaF 3
Ityp 57
Wt   1
Wear -1
Lev  31
Cost 2900
Cond 100
Val  0 0 0 0 0
ValOrig  0 0 0 0 0
ZMask 0
End

#O
Vnum 10429
Nest 0
Size   6
Name engagement ring~
ShD  an engagement ring~
Desc An engagement ring lies here.~
ExtF 8192
WeaF 3
Ityp 57
Wt   1
Wear -1
Lev  33
Cost 2700
Cond 100
Val  0 0 0 0 0
ValOrig  0 0 0 0 0
ZMask 0
End

#O
Vnum 10430
Nest 0
Size   6
Name prenuptual agreement~
ShD  a prenuptual agreement~
Desc A prenuptual agreement lies here.~
ExtF 8192
WeaF 1
Ityp 2
Wt   1
Wear -1
Lev  11
Cost 2400
Cond 100
Val  51 13 17 66 0
ValOrig  51 13 17 66 0
Spell 1 'cure blindness'
Spell 2 'detect evil'
Spell 3 'shield'
ZMask 0
End

SHOP adept cleric~
3717
3718
Gold 0
#O
Vnum 3138
Nest 0
Size   6
Name skin water buffalo~
ShD  a buffalo water skin~
Desc A bloated dead buffalo is on the floor.~
ExtF 8192
WeaF 1
Ityp 17
Wt   4
Wear -1
Cost 24
Cond 90
Val  64 64 0 0 0
ValOrig  64 64 0 0 0
ZMask 0
End

#O
Vnum 3031
Nest 0
Size   6
Name lantern~
ShD  a hooded brass lantern~
Desc A hooded brass lantern has been left here.~
ExtF 8192
WeaF 1
Ityp 1
Wt   4
Wear -1
Cost 75
Cond 100
Val  0 0 250 0 0
ValOrig  0 0 250 0 0
ZMask 0
End

SHOP oldstyle grocer greengrocer julius~
915
924
Gold 744
#O
Vnum 914
Nest 0
Size   6
Name grapes~
ShD  a bunch of grapes~
Desc A bunch of grapes.~
ExtF 8192
WeaF 1
Ityp 19
Wt   1
Wear -1
Cost 100
Cond 100
Val  24 24 0 0 0
ValOrig  24 24 0 0 0
ZMask 0
End

#O
Vnum 918
Nest 0
Size   6
Name apple~
ShD  an apple~
Desc An apple is here.~
ExtF 8192
